GeneNames,log2FC,p-value
LOC_Os09g25370.1,1.584962501,0.330834119
LOC_Os08g42720.1,1.584962501,0.330834119
LOC_Os10g08230.1,1.584962501,0.330834119
LOC_Os04g57780.1,1.584962501,0.330834119
LOC_Os02g26550.3,1.584962501,0.330834119
LOC_Os01g56360.1,1.584962501,0.330834119
LOC_Os04g52560.1,1.584962501,0.330834119
LOC_Os01g08020.1,1.584962501,0.330834119
LOC_Os03g10850.2,1.584962501,0.330834119
LOC_Os03g38960.1,1.584962501,0.330834119
LOC_Os07g39350.1,1.584962501,0.330834119
LOC_Os01g47630.2,1.584962501,0.330834119
LOC_Os02g53110.2,1.584962501,0.330834119
LOC_Os09g32968.2,1.584962501,0.330834119
LOC_Os04g49550.1,1.584962501,0.330834119
LOC_Os03g52160.1,1.584962501,0.330834119
LOC_Os03g15430.2,1.584962501,0.330834119
LOC_Os01g53079.1,1.584962501,0.330834119
LOC_Os07g01320.1,1.584962501,0.330834119
LOC_Os06g41590.3,1.584962501,0.330834119
LOC_Os08g40100.1,1.584962501,0.330834119
LOC_Os02g10050.1,1.584962501,0.330834119
LOC_Os08g07870.1,1.584962501,0.330834119
LOC_Os02g08350.1,1.584962501,0.330834119
LOC_Os05g43440.1,1.584962501,0.330834119
LOC_Os01g66360.1,1.584962501,0.330834119
LOC_Os11g13990.1,1.584962501,0.330834119
LOC_Os10g09850.1,1.584962501,0.330834119
LOC_Os06g29790.1,1.584962501,0.330834119
LOC_Os12g39340.1,1.584962501,0.330834119
LOC_Os01g46060.1,1.584962501,0.330834119
LOC_Os03g01360.4,1.584962501,0.330834119
LOC_Os03g53520.1,1.584962501,0.330834119
LOC_Os01g58220.2,1.584962501,0.330834119
LOC_Os01g51890.1,1.584962501,0.330834119
LOC_Os02g54760.1,1.584962501,0.330834119
LOC_Os09g12650.1,1.584962501,0.330834119
LOC_Os01g10040.1,1.584962501,0.330834119
LOC_Os03g37070.1,1.584962501,0.330834119
LOC_Os02g36870.1,1.584962501,0.330834119
LOC_Os04g47906.2,1.584962501,0.330834119
LOC_Os01g39810.3,1.584962501,0.330834119
LOC_Os08g06550.1,1.584962501,0.330834119
LOC_Os06g51420.1,1.584962501,0.330834119
LOC_Os02g51330.2,1.584962501,0.330834119
LOC_Os01g55110.1,1.584962501,0.330834119
LOC_Os10g31900.1,1.584962501,0.330834119
LOC_Os02g57780.2,1.584962501,0.330834119
LOC_Os10g28080.1,1.584962501,0.330834119
LOC_Os06g31220.1,1.584962501,0.330834119
LOC_Os11g11180.1,1.584962501,0.330834119
LOC_Os03g07820.1,1.584962501,0.330834119
LOC_Os07g46315.1,1.584962501,0.330834119
LOC_Os06g09930.1,1.584962501,0.330834119
LOC_Os01g25610.1,1.584962501,0.330834119
LOC_Os09g10940.1,1.584962501,0.330834119
LOC_Os08g07850.1,1.584962501,0.330834119
LOC_Os07g34650.1,1.584962501,0.330834119
LOC_Os11g03734.1,1.584962501,0.330834119
LOC_Os09g33690.1,1.584962501,0.330834119
LOC_Os09g27950.1,1.584962501,0.330834119
LOC_Os02g38970.1,1.584962501,0.330834119
LOC_Os07g04550.1,1.584962501,0.330834119
LOC_Os05g25070.1,1.584962501,0.330834119
LOC_Os01g60170.1,1.584962501,0.330834119
LOC_Os06g01640.1,1.584962501,0.330834119
LOC_Os02g44104.1,1.584962501,0.330834119
LOC_Os01g01307.1,1.584962501,0.330834119
LOC_Os03g09180.1,1.584962501,0.330834119
LOC_Os01g07540.1,1.584962501,0.330834119
LOC_Os06g13215.1,1.584962501,0.330834119
LOC_Os02g16600.1,1.584962501,0.330834119
LOC_Os01g51920.1,1.584962501,0.330834119
LOC_Os08g01660.1,1.584962501,0.330834119
LOC_Os06g10440.1,1.584962501,0.330834119
LOC_Os10g30870.1,1.584962501,0.330834119
LOC_Os01g45460.1,1.584962501,0.330834119
LOC_Os05g43470.1,1.584962501,0.330834119
LOC_Os02g17720.1,1.584962501,0.330834119
LOC_Os02g48470.1,1.584962501,0.330834119
LOC_Os08g10760.1,1.584962501,0.330834119
LOC_Os12g29560.1,1.584962501,0.330834119
LOC_Os03g13820.1,1.584962501,0.330834119
LOC_Os03g05710.1,1.584962501,0.330834119
LOC_Os02g19804.1,1.584962501,0.330834119
LOC_Os03g23935.1,1.584962501,0.330834119
LOC_Os01g32300.1,1.584962501,0.330834119
LOC_Os02g19170.1,1.584962501,0.330834119
LOC_Os07g39590.1,1.584962501,0.330834119
LOC_Os08g34160.1,1.584962501,0.330834119
LOC_Os01g50200.1,1.584962501,0.330834119
LOC_Os03g05690.1,1.584962501,0.330834119
LOC_Os10g06630.1,1.584962501,0.330834119
LOC_Os08g01890.1,1.584962501,0.330834119
LOC_Os01g70010.1,1.584962501,0.330834119
LOC_Os08g40180.1,1.584962501,0.330834119
LOC_Os03g16570.3,1.584962501,0.330834119
LOC_Os05g49920.1,1.584962501,0.330834119
LOC_Os01g64100.1,1.584962501,0.330834119
LOC_Os04g51166.1,1.584962501,0.330834119
LOC_Os08g09190.1,1.584962501,0.330834119
LOC_Os09g12790.1,1.584962501,0.330834119
LOC_Os07g02540.1,1.584962501,0.330834119
LOC_Os02g26470.1,1.584962501,0.330834119
LOC_Os01g13730.1,1.584962501,0.330834119
LOC_Os06g13600.1,1.584962501,0.330834119
LOC_Os02g55970.2,1.584962501,0.330834119
LOC_Os03g16334.1,1.584962501,0.330834119
LOC_Os03g27350.3,1.584962501,0.330834119
LOC_Os03g41070.1,1.584962501,0.330834119
LOC_Os01g51860.1,1.584962501,0.330834119
LOC_Os12g04510.1,1.584962501,0.330834119
LOC_Os08g33082.1,1.584962501,0.330834119
LOC_Os05g46330.1,1.584962501,0.330834119
LOC_Os03g42840.1,1.584962501,0.330834119
LOC_Os06g04300.1,1.584962501,0.330834119
LOC_Os07g44070.1,1.584962501,0.330834119
LOC_Os06g04040.1,1.584962501,0.330834119
LOC_Os10g28370.1,1.584962501,0.330834119
LOC_Os10g33650.3,1.584962501,0.330834119
LOC_Os05g31062.1,1.584962501,0.330834119
LOC_Os05g37190.1,1.584962501,0.330834119
LOC_Os01g15780.1,1.584962501,0.330834119
LOC_Os07g34570.1,1.584962501,0.330834119
LOC_Os01g54920.2,1.584962501,0.330834119
LOC_Os01g49190.1,1.584962501,0.330834119
LOC_Os03g47760.1,1.584962501,0.330834119
LOC_Os01g46510.1,1.584962501,0.330834119
LOC_Os03g58790.1,1.584962501,0.330834119
LOC_Os09g24230.1,1.584962501,0.330834119
LOC_Os01g68320.5,1.584962501,0.330834119
LOC_Os06g11990.1,1.584962501,0.330834119
LOC_Os06g35730.1,1.584962501,0.330834119
LOC_Os07g49150.1,1.584962501,0.330834119
LOC_Os10g39440.2,1.584962501,0.330834119
LOC_Os02g54990.2,1.584962501,0.330834119
LOC_Os06g45830.1,1.584962501,0.330834119
LOC_Os04g11350.1,1.584962501,0.330834119
LOC_Os01g40280.2,1.584962501,0.330834119
LOC_Os09g39400.1,1.584962501,0.330834119
LOC_Os03g27280.1,1.584962501,0.330834119
LOC_Os06g04910.1,1.584962501,0.330834119
LOC_Os03g51520.2,1.584962501,0.330834119
LOC_Os04g53210.3,1.584962501,0.330834119
LOC_Os04g18570.1,1.584962501,0.330834119
LOC_Os01g18000.1,1.584962501,0.330834119
LOC_Os07g39530.1,1.584962501,0.330834119
LOC_Os12g34045.1,1.584962501,0.330834119
LOC_Os08g06900.1,1.584962501,0.330834119
LOC_Os03g07480.4,-0.514573173,0.585707631
LOC_Os09g39500.1,0,0.585554787
LOC_Os08g23730.1,0,0.585554787
LOC_Os04g55080.1,0,0.585554787
LOC_Os07g48920.1,0,0.585554787
LOC_Os08g40140.1,0,0.585554787
LOC_Os03g48450.2,0,0.585554787
LOC_Os11g39270.1,0,0.585554787
LOC_Os01g51200.2,-0.065095028,0.338385812
LOC_Os03g28960.1,-0.540568381,0.58694205
LOC_Os02g40830.2,0,0.326064863
LOC_Os01g39310.1,-0.05246742,0.587873986
LOC_Os09g19700.1,-0.05246742,0.587873986
LOC_Os09g17840.1,-0.05246742,0.587873986
LOC_Os05g06280.2,-0.584962501,0.61411963
LOC_Os08g30810.1,-0.509013647,0.614422311
LOC_Os04g40040.1,-0.25352732,0.589141446
LOC_Os05g05240.1,0.040641984,0.340076782
LOC_Os08g43550.1,-0.662965013,0.589537344
LOC_Os12g25710.1,-0.662965013,0.589537344
LOC_Os03g21080.1,-0.662965013,0.589537344
LOC_Os06g47320.1,-0.090197809,0.61537965
LOC_Os07g22640.4,0.222392421,0.430867776
LOC_Os12g04270.2,-0.678071905,0.783549278
LOC_Os04g22470.1,0,1
LOC_Os03g30000.1,-1,0.444143009
LOC_Os03g38950.1,-0.434402824,0.746701474
LOC_Os11g11340.1,-0.415037499,1
LOC_Os01g16530.1,-0.387023123,1
LOC_Os11g01510.3,-0.060120992,0.412769485
LOC_Os01g22490.1,-0.530514717,0.831585274
LOC_Os08g01930.1,-0.125530882,0.835147402
LOC_Os08g01900.1,-0.584962501,1
LOC_Os06g23160.1,0.584962501,0.357888847
LOC_Os09g10930.2,-0.2410081,0.885486556
LOC_Os02g45344.1,0.125530882,0.373749904
LOC_Os04g39489.1,-0.027480736,0.327555672
LOC_Os07g46410.1,-0.249978253,0.911139066
LOC_Os03g62340.1,-0.415037499,1
LOC_Os10g25487.1,-0.584962501,1
LOC_Os05g38180.4,-0.485426827,1
LOC_Os08g02690.1,-0.064130337,0.653362601
LOC_Os05g14010.1,-1,0.739838974
LOC_Os06g27820.1,-1,1
LOC_Os12g07230.1,-0.807354922,0.384189621
LOC_Os03g63090.1,-0.584962501,1
LOC_Os03g50510.1,-0.454565863,0.708191065
LOC_Os07g26690.2,-0.514573173,0.73265324
LOC_Os02g07680.2,-0.299560282,1
LOC_Os01g43090.1,-0.485426827,0.660919281
LOC_Os03g37970.1,-0.268488836,0.918851417
LOC_Os04g36660.1,-0.222392421,0.87319023
LOC_Os07g39880.1,0,1
LOC_Os12g01210.1,0,1
LOC_Os09g17740.1,-0.247927513,1
LOC_Os01g22640.1,-1.584962501,0.633460072
LOC_Os08g06040.1,-0.459431619,1
LOC_Os04g59460.1,-0.160464672,0.867175653
LOC_Os04g09530.2,-0.387023123,1
LOC_Os07g47820.1,-0.371968777,1
LOC_Os07g42300.1,-0.584962501,0.691703395
LOC_Os03g27120.1,-0.093109404,0.720036175
LOC_Os12g43130.1,0,0.776378797
LOC_Os05g39930.1,-1,1
LOC_Os03g26630.2,-0.201633861,0.878459884
LOC_Os07g38960.1,-0.304854582,1
LOC_Os02g47310.1,-0.362570079,1
LOC_Os03g04660.1,-0.289506617,1
LOC_Os01g40050.2,0.514573173,0.329559097
LOC_Os04g27860.1,-0.206450877,0.851840322
LOC_Os01g60410.1,-0.584962501,0.799379528
LOC_Os03g07150.1,-1,0.356424237
LOC_Os01g08420.1,-0.211504105,0.875840055
LOC_Os03g58050.1,-0.144389909,0.653385351
LOC_Os12g13590.2,-0.436099115,0.874109099
LOC_Os10g28040.1,-0.280107919,1
LOC_Os07g07690.1,0,1
LOC_Os02g36380.2,0,0.444007057
LOC_Os06g06290.1,0.485426827,0.392631489
LOC_Os12g29760.1,-1,0.698015283
LOC_Os09g31180.1,-0.243925583,0.912172925
LOC_Os04g53620.2,-0.222392421,0.833152381
LOC_Os07g03230.1,-0.137503524,0.757176044
LOC_Os10g31000.1,-0.628031223,0.704599226
LOC_Os02g02890.1,-0.345927414,0.830252831
LOC_Os03g54084.1,-0.371968777,1
LOC_Os02g50370.1,-1.415037499,0.365278676
LOC_Os08g38900.2,-0.61667136,0.62517406
LOC_Os04g16770.1,-0.452512205,0.766689004
LOC_Os02g54160.1,-0.188445089,0.753261745
LOC_Os12g09250.1,-0.628031223,0.704599226
LOC_Os10g40410.1,-0.584962501,0.823015872
LOC_Os07g06080.1,-1.584962501,0.633460072
LOC_Os07g30200.2,-0.646363045,0.432829518
LOC_Os09g31400.1,1,0.417521697
LOC_Os04g52900.2,-0.401740677,0.658011271
LOC_Os03g12150.1,-0.258311996,0.849956847
LOC_Os03g39407.1,0.584962501,0.662011918
LOC_Os06g43560.1,0,0.671145283
LOC_Os01g41220.1,-0.362570079,1
LOC_Os01g48270.1,0,1
LOC_Os03g08020.1,-0.308122295,1
LOC_Os02g32030.1,-0.243669081,0.715243948
LOC_Os02g41510.1,-1.415037499,0.365278676
LOC_Os03g58070.1,0,1
LOC_Os05g42110.1,-1.584962501,0.633460072
LOC_Os02g58340.1,-0.067114196,0.646298383
LOC_Os05g51140.2,-0.115477217,0.841250806
LOC_Os06g37180.1,-0.20321432,0.423412829
LOC_Os04g38410.1,-0.19592021,0.711370087
LOC_Os07g09690.1,0.584962501,0.662011918
LOC_Os01g57570.2,-0.584962501,1
LOC_Os01g57570.1,-0.321928095,1
LOC_Os09g24250.1,1,0.417521697
LOC_Os01g66940.1,-0.584962501,0.691703395
LOC_Os01g05470.1,-0.192645078,1
LOC_Os01g43150.3,-0.573185333,0.372223105
LOC_Os03g31750.1,-0.102361718,0.398341759
LOC_Os05g34880.2,-1.584962501,0.633460072
LOC_Os03g55150.6,-0.321928095,1
LOC_Os01g43520.1,0.044394119,0.382627494
LOC_Os06g03760.3,-0.222392421,0.804585469
LOC_Os02g53180.1,-0.584962501,1
LOC_Os03g28940.2,-1,0.739838974
LOC_Os09g17730.2,0.169925001,0.627080764
LOC_Os05g47890.1,0,0.671145283
LOC_Os05g42210.1,0,0.790430352
LOC_Os01g49190.1,-0.14543044,0.365478421
LOC_Os02g56170.1,-2,0.38910012
LOC_Os01g69970.1,0.289506617,0.37614811
LOC_Os06g49120.2,-0.129283017,0.624888297
LOC_Os08g01770.1,0.584962501,0.357888847
LOC_Os12g43370.1,0.050626073,0.354198564
LOC_Os07g37640.1,0.415037499,0.424011311
LOC_Os02g05700.1,-0.428843299,0.797583497
LOC_Os11g37070.2,-0.807354922,0.764224471
LOC_Os06g41990.2,-0.273565073,0.887252795
LOC_Os03g59264.1,-0.415037499,1
LOC_Os05g49030.1,-0.906890596,0.404981874
LOC_Os04g44830.1,-0.162271429,0.670292192
LOC_Os02g49950.1,-1,0.698015283
LOC_Os03g47740.1,-0.311944006,1
LOC_Os02g37990.1,-0.222392421,0.889373269
LOC_Os04g35300.1,-0.192645078,1
LOC_Os08g24410.1,-1.415037499,0.365278676
LOC_Os04g46390.1,-0.341036918,0.921093336
LOC_Os02g43930.1,-0.249978253,0.911139066
LOC_Os02g22060.1,0,0.760104678
LOC_Os06g48770.1,-0.925999419,0.350794538
LOC_Os10g35710.1,0.263034406,0.395063924
LOC_Os11g07916.1,-0.530514717,0.831585274
LOC_Os03g48270.1,-0.263034406,1
LOC_Os03g62370.1,0,0.430513977
LOC_Os07g39560.3,0.044394119,0.382627494
LOC_Os10g27190.1,-0.321928095,1
LOC_Os11g13694.1,0,1
LOC_Os09g39180.1,-0.321928095,1
LOC_Os01g70170.1,-0.415037499,0.826424288
LOC_Os02g03740.1,-0.387023123,1
LOC_Os01g58780.1,-1,0.739838974
LOC_Os02g05840.1,-0.91753784,0.330686399
LOC_Os02g55590.2,-0.447458977,0.846341346
LOC_Os07g29390.2,0.584962501,0.662011918
LOC_Os02g53050.1,-0.415037499,1
LOC_Os03g53670.2,0.070389328,0.434248244
LOC_Os12g37419.1,-0.584962501,1
LOC_Os01g05490.2,-0.700439718,0.439824276
LOC_Os03g07570.1,-0.415037499,0.801195297
LOC_Os02g42290.2,-0.321928095,1
LOC_Os01g52390.1,-0.111031312,0.676400367
LOC_Os05g14194.1,-0.263034406,0.914818572
LOC_Os02g58460.1,-0.192645078,1
LOC_Os01g06600.1,-0.321928095,1
LOC_Os06g04460.1,-0.263034406,1
LOC_Os01g68810.1,-0.321928095,1
LOC_Os01g04990.1,-1,1
LOC_Os12g32120.1,0,1
LOC_Os03g20100.1,-0.399607459,0.773221282
LOC_Os02g55300.1,0.415037499,0.70761532
LOC_Os02g48010.1,-0.131244533,0.762198864
LOC_Os05g06450.1,-0.362570079,1
LOC_Os05g03020.1,-2,0.38910012
LOC_Os01g09550.1,-0.263034406,1
LOC_Os05g51530.1,-0.102361718,0.398341759
LOC_Os03g01830.1,-0.736965594,0.427568192
LOC_Os08g27840.1,-0.180572246,0.682254921
LOC_Os11g34305.1,-1,0.698015283
LOC_Os09g28050.1,-0.211504105,0.875840055
LOC_Os01g66190.2,-1,0.739838974
LOC_Os06g49490.1,-1,0.444143009
LOC_Os07g32010.1,-1,0.356424237
LOC_Os03g39830.1,-1,0.698015283
LOC_Os02g51880.1,-1.584962501,0.633460072
LOC_Os03g13170.1,-0.299560282,1
LOC_Os06g44080.1,0,1
LOC_Os03g27080.1,-0.299560282,1
LOC_Os03g17950.1,-0.584962501,1
LOC_Os02g34884.1,-0.160464672,0.867175653
LOC_Os01g50622.2,-0.349942471,0.925709542
LOC_Os12g39420.1,-0.140862536,0.657124904
LOC_Os12g37550.1,-0.700439718,0.662604852
LOC_Os02g32350.1,-0.389946518,0.902360839
LOC_Os02g48800.1,0,1
LOC_Os03g23950.1,-0.321928095,1
LOC_Os12g37560.1,-1.115477217,0.356532274
LOC_Os06g39650.1,0.584962501,0.662011918
LOC_Os12g06910.1,-0.459431619,1
LOC_Os01g08270.1,0.047305715,0.368150001
LOC_Os05g28960.2,-0.263034406,1
LOC_Os01g48370.1,-0.08246216,0.734483435
LOC_Os03g10620.3,-0.552541023,0.741376761
LOC_Os09g10710.2,-2,0.38910012
LOC_Os12g03090.1,0,0.42396914
LOC_Os11g14300.1,-0.459431619,0.870705547
LOC_Os04g44910.1,0,0.802674019
LOC_Os07g49260.1,0,0.645422974
LOC_Os01g16180.4,0.415037499,0.424011311
LOC_Os03g44580.3,0,1
LOC_Os07g41280.1,-0.652076697,0.813447599
LOC_Os06g05630.3,0,1
LOC_Os07g33110.3,-0.222392421,0.889373269
LOC_Os04g36050.1,-0.442943496,0.623476794
LOC_Os02g49470.1,0,0.760104678
LOC_Os01g57960.1,-0.144389909,0.653385351
LOC_Os08g02400.1,-0.700439718,0.439824276
LOC_Os04g52440.1,-1,0.381619428
LOC_Os04g42800.1,-0.584962501,1
LOC_Os03g08050.1,-0.267695783,0.776974393
LOC_Os11g34210.1,-0.070389328,0.639156578
LOC_Os02g54820.1,-0.641546029,0.381945275
LOC_Os05g35200.4,-1,0.739838974
LOC_Os07g32800.1,0,0.776378797
LOC_Os06g15390.1,-0.584962501,1
LOC_Os01g72330.1,-1.584962501,0.633460072
LOC_Os11g10510.2,-0.637429921,0.677833319
LOC_Os12g43630.1,-0.700439718,0.662604852
LOC_Os11g05394.2,0.584962501,0.662011918
LOC_Os08g39300.3,-0.138706271,0.387759979
LOC_Os04g06770.1,0.584962501,0.662011918
LOC_Os02g09770.4,0,1
LOC_Os02g48360.2,0,1
LOC_Os06g06050.1,-0.485426827,0.839317694
LOC_Os02g28810.1,-0.549338591,0.425067718
LOC_Os04g14790.1,-0.378511623,1
LOC_Os10g31790.2,-1.584962501,0.633460072
LOC_Os09g37230.1,-0.452512205,0.766689004
LOC_Os01g60700.1,0.514573173,0.329559097
LOC_Os08g38300.1,-1,1
LOC_Os12g35630.1,-0.304854582,1
LOC_Os10g13670.1,-2,0.38910012
LOC_Os01g21160.2,-0.362570079,1
LOC_Os01g54550.1,0,1
LOC_Os12g03470.3,0,0.389116593
LOC_Os11g03780.2,-0.736965594,0.73876108
LOC_Os11g03730.2,-0.120294234,0.66564353
LOC_Os05g08420.1,0.169925001,0.627080764
LOC_Os10g31030.1,0.485426827,0.392631489
LOC_Os07g07709.1,-1,0.444143009
LOC_Os07g07250.1,-0.263034406,1
LOC_Os06g51430.1,-0.523561956,0.748041969
LOC_Os10g33270.1,-0.222392421,1
LOC_Os02g48390.1,-0.807354922,0.764224471
LOC_Os08g44760.1,-0.584962501,1
LOC_Os03g11240.1,-0.214124805,0.891311801
LOC_Os03g57790.2,-0.203533394,0.811649645
LOC_Os06g06190.1,-1,0.698015283
LOC_Os08g17294.2,-1,1
LOC_Os11g36470.1,-0.472068444,0.642461187
LOC_Os12g30540.1,-0.316857105,1
LOC_Os11g16410.3,0.584962501,0.357888847
LOC_Os03g10990.1,0.289506617,0.37614811
LOC_Os12g29220.1,-0.342887714,1
LOC_Os08g06344.1,-0.289506617,1
LOC_Os09g39680.1,-0.158697746,0.673486514
LOC_Os08g42050.1,-0.736965594,0.73876108
LOC_Os07g49460.3,-1,0.698015283
LOC_Os11g39670.1,-0.777607579,0.645784007
LOC_Os01g46720.1,0,0.645422974
LOC_Os04g55050.1,-0.906890596,0.404981874
LOC_Os05g34540.1,-0.469485283,0.703019316
LOC_Os05g23860.1,-0.331205908,1
LOC_Os03g01600.1,-1.415037499,0.365278676
LOC_Os05g48450.1,-0.485426827,0.839317694
LOC_Os01g61580.3,-0.584962501,0.714494311
LOC_Os04g31900.1,-0.540568381,0.704405044
LOC_Os03g47610.2,-0.470890734,0.393093999
LOC_Os01g48060.2,-1,0.739838974
LOC_Os01g26940.1,0.584962501,0.357888847
LOC_Os03g14260.2,-0.600392541,0.425948576
LOC_Os03g08360.1,-0.263034406,1
LOC_Os09g27420.1,-0.434402824,0.746701474
LOC_Os01g13200.1,0,0.65862756
LOC_Os03g52090.1,-0.206450877,0.789942527
LOC_Os10g25360.1,0.584962501,0.357888847
LOC_Os02g46750.2,0,0.760104678
LOC_Os04g47690.1,0,1
LOC_Os02g43500.1,-0.070389328,0.639156578
LOC_Os01g69950.1,-0.209453366,0.809255648
LOC_Os08g10330.1,-0.91753784,0.330686399
LOC_Os01g07880.1,-0.321928095,1
LOC_Os03g10340.1,-0.304854582,1
LOC_Os07g12150.1,-0.115477217,0.841250806
LOC_Os12g13670.1,-0.736965594,0.73876108
LOC_Os03g32270.1,-1,0.739838974
LOC_Os02g07350.1,-0.906890596,0.404981874
LOC_Os08g45150.2,-1,1
LOC_Os10g37690.1,-1,1
LOC_Os11g43890.1,0,1
LOC_Os05g51490.1,-0.321928095,1
LOC_Os01g65900.1,-0.120294234,0.66564353
LOC_Os02g47190.1,-2,0.38910012
LOC_Os06g39660.1,0.415037499,0.70761532
LOC_Os02g47940.1,0.263034406,0.395063924
LOC_Os12g01190.2,-0.2410081,1
LOC_Os03g40180.1,-0.415037499,0.826424288
LOC_Os11g06720.1,-0.237499314,0.727169453
LOC_Os12g22030.1,0.169925001,0.389341701
LOC_Os06g37160.1,-0.415037499,1
LOC_Os04g54200.1,-1,0.698015283
LOC_Os08g08110.1,-1,0.698015283
LOC_Os04g57560.1,-0.280107919,1
LOC_Os10g41440.1,0.180572246,0.376210759
LOC_Os01g61780.1,0,0.363471385
LOC_Os05g51450.1,0,0.671145283
LOC_Os01g22336.1,-0.584962501,1
LOC_Os12g37610.1,-0.777607579,0.645784007
LOC_Os09g12710.1,-0.530514717,0.831585274
LOC_Os01g69080.1,-0.415037499,0.866625293
LOC_Os05g34290.1,-1.584962501,0.633460072
LOC_Os08g21900.1,0,0.790430352
LOC_Os03g51950.2,-0.321928095,1
LOC_Os01g19740.1,-0.259386629,0.813219639
LOC_Os03g07840.1,-0.59724083,0.361178824
LOC_Os02g31220.2,0,0.790430352
LOC_Os10g37710.2,-0.736965594,0.73876108
LOC_Os04g57220.2,-0.234465254,0.707709662
LOC_Os07g12170.1,-0.063193826,0.344684972
LOC_Os08g29710.1,0,0.790430352
LOC_Os05g27100.1,-0.584962501,1
LOC_Os06g45990.1,-0.347923303,1
LOC_Os12g44330.1,-0.152003093,0.821724155
LOC_Os09g36300.2,-0.306103128,1
LOC_Os06g47230.1,0,1
LOC_Os08g37370.1,-0.491853096,0.647057666
LOC_Os09g08430.1,-0.321928095,1
LOC_Os10g26730.2,0,1
LOC_Os07g25460.1,-0.584962501,0.799379528
LOC_Os01g22390.2,-0.652076697,0.813447599
LOC_Os04g42020.1,-0.497499659,0.754479624
LOC_Os03g37984.1,-0.299560282,1
LOC_Os01g38990.1,0,1
LOC_Os04g40630.3,-1,1
LOC_Os03g02710.1,-0.137503524,0.70421243
LOC_Os12g01922.1,-0.253756592,0.894786322
LOC_Os10g41960.1,-0.199308808,0.709233528
LOC_Os04g44400.1,-0.289506617,1
LOC_Os10g40200.1,-0.584962501,1
LOC_Os07g29360.1,-0.530514717,0.831585274
LOC_Os02g12790.1,-1.584962501,0.633460072
LOC_Os03g50280.1,0,1
LOC_Os05g28750.1,0,0.776378797
LOC_Os01g57210.1,1,0.417521697
LOC_Os12g36180.1,-0.347923303,1
LOC_Os04g51560.1,-0.362570079,1
LOC_Os01g64690.1,-0.415037499,1
LOC_Os05g02220.5,0.074000581,0.424442011
LOC_Os03g04520.4,0.584962501,0.662011918
LOC_Os04g20220.1,-0.337034987,1
LOC_Os10g42830.1,-0.152003093,0.821724155
LOC_Os10g35870.1,-0.36923381,0.848457029
LOC_Os08g42410.1,-0.426814667,0.674304899
LOC_Os09g33500.1,-0.180572246,0.859738412
LOC_Os03g08570.1,-0.424497829,0.749736068
LOC_Os01g65070.2,-0.222392421,1
LOC_Os03g19960.1,-0.158697746,0.673486514
LOC_Os01g18070.1,-0.497499659,0.754479624
LOC_Os01g04110.1,1,0.417521697
LOC_Os04g39100.1,0,1
LOC_Os07g38120.1,-0.415037499,1
LOC_Os11g40510.2,-0.061400545,0.408720119
LOC_Os07g06950.1,-0.381870635,0.908266874
LOC_Os01g13520.1,-0.415037499,1
LOC_Os08g10600.1,-0.459431619,1
LOC_Os04g52370.2,-0.125530882,0.835147402
LOC_Os02g54200.1,-0.222392421,1
LOC_Os03g49170.1,0.415037499,0.424011311
LOC_Os05g05590.1,-0.321928095,1
LOC_Os02g33490.1,-0.129283017,0.624888297
LOC_Os03g10120.1,0.074000581,0.424442011
LOC_Os01g73200.1,-0.777607579,0.645784007
LOC_Os01g52010.1,-0.540568381,0.704405044
LOC_Os05g41210.1,-0.530514717,0.620802097
LOC_Os08g25720.1,-0.03170886,0.399165402
LOC_Os07g07310.1,-0.125530882,0.835147402
LOC_Os03g03830.1,-0.473931188,0.760693406
LOC_Os01g31110.1,-0.321928095,1
LOC_Os07g22220.1,-0.415037499,0.893238043
LOC_Os04g39880.2,-0.078002512,0.62476019
LOC_Os04g39840.1,0,1
LOC_Os08g13350.1,0.222392421,0.430867776
LOC_Os03g58430.1,-0.231325546,0.887428837
LOC_Os07g08660.1,-0.392317423,1
LOC_Os07g38170.1,-0.415037499,0.886057938
LOC_Os01g08220.1,0,1
LOC_Os05g05950.1,-0.381870635,0.806775132
LOC_Os04g35570.2,-0.157541277,0.786490986
LOC_Os02g09940.1,-1,0.356424237
LOC_Os08g03350.1,0.263034406,0.395063924
LOC_Os03g58130.1,0,0.776378797
LOC_Os03g52310.1,0.192645078,0.362964385
LOC_Os02g30230.1,-1,0.739838974
LOC_Os01g14860.2,-0.637429921,0.397440577
LOC_Os02g03020.1,-1,0.698015283
LOC_Os06g01690.1,-1,1
LOC_Os02g47140.2,-0.231325546,0.887428837
LOC_Os08g44450.2,-0.415037499,0.761023015
LOC_Os12g04980.1,0,1
LOC_Os07g18120.1,-0.099535674,0.712515394
LOC_Os01g43030.1,-0.381870635,0.908266874
LOC_Os06g45980.1,-0.469485283,0.857396535
LOC_Os01g11952.1,0.415037499,0.70761532
LOC_Os02g44642.1,-1.169925001,0.407728513
LOC_Os08g30740.1,-0.485426827,1
LOC_Os05g39670.1,-0.192645078,1
LOC_Os01g68120.1,-0.415037499,1
LOC_Os07g48200.1,-0.295455884,1
LOC_Os05g46430.2,-0.700439718,0.439824276
LOC_Os09g19734.3,-0.337034987,1
LOC_Os07g05620.2,-0.332575339,1
LOC_Os04g32150.1,0,0.760104678
LOC_Os04g48940.2,-0.584962501,1
LOC_Os04g55030.1,0,1
LOC_Os09g36090.1,-0.093109404,0.720036175
